,objectDate,locus,city,objectName,subregion,period,Path,title,dynasty,reign,classification,medium,region
14208,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591799.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14209,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591804.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14210,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591805.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14211,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591806.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14212,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591807.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14213,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591808.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14214,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591809.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14215,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591810.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14216,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591811.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14217,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591812.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14218,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591813.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14219,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591814.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14220,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591815.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14221,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591816.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14222,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591817.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14223,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591818.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14224,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591819.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14225,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591820.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14226,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591821.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14227,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Overseer Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,591822.json,"Overseer Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14228,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623238.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14229,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623239.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14230,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623240.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14231,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623241.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14232,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623242.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14233,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623243.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14234,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623244.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14235,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623245.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14236,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623246.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14237,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623247.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14238,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623248.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14239,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623249.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14240,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623250.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14241,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623251.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14242,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623252.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14243,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623253.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14244,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623254.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14245,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623255.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14246,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623256.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14247,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623257.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14248,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623258.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14249,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623259.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14250,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623260.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14251,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623261.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14252,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623262.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14253,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623263.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14254,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623264.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14255,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623265.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14256,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623266.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
14257,ca. 990-970 B.C.,"Chamber B, Burial of Henettawy C",unknown,"Worker Shabti, Henettawy C",Deir el-Bahri,Third Intermediate Period,623343.json,"Worker Shabti of Henettawy , Daughter of Isetemkheb",Dynasty 21,unknown,unknown,Faience,"Upper Egypt, Thebes"
